6	370190
1	2
6	370191
6	370191
5	59477
6	370192
2	158772
6	370000
2	158772
3	370193
2	370194
6	97925
2	2622
6	263301
5	75499
5	75499
5307	370195
5307	370196
5307	370197
5307	370198
5307	370199
5	370200
6	236941
6	370201
6344	370202
5	370203
5	370204
9	176531
2	119477
9	141624
6011	370205
1	370206
6011	370207
9	48
6011	370208
6011	370208
6011	370208
6011	370209
9	46110
6011	370210
6011	370211
11	177464
11	370212
6	183056
11	370213
11	370213
5	370214
5	370214
5	370215
5806	247783
6	322854
6	26448
14	65089
6	370216
14	370217
6049	370218
6049	370218
14	370219
13	13165
14	4408
5806	234679
17	370220
6049	370221
17	370222
17	370223
6167	97784
6167	97784
6167	186181
17	141652
17	370224
7628	370225
7628	370226
17	370227
8177	370228
1	370229
7628	370230
17	370231
17	370232
8177	160458
8177	274754
8177	15960
7628	370233
7628	370233
7628	370234
17	370235
7628	370236
7628	370237
17	370238
17	370239
17	370240
17	370240
17	370241
17	370242
17	370243
17	370243
7629	115264
17	370244
7629	111485
7628	25097
7628	25097
17	370245
7629	111485
17	370246
7629	370247
17	370248
7427	370249
17	370250
17	370245
17	370251
7629	370252
17	370253
7628	370254
17	370246
17	370255
20	370256
17	370257
22	370258
17	370257
22	368928
17	370259
7629	370260
7228	370261
7629	370262
7629	370262
7629	370263
17	370264
17	370265
20	53769
8000	370266
8000	370267
8000	370268
22	102
23	370269
6347	370270
23	370271
22	370272
22	370273
23	116
26	370274
22	297522
6348	370275
17	146174
26	370276
22	332946
22	370277
22	370278
23	38513
22	370279
22	370280
22	370280
23	9964
23	9964
23	133695
23	370281
23	370281
29	261223
27	370282
27	370283
5124	23965
23	370284
23	370285
23	370286
29	370287
23	370288
23	370289
23	370290
27	370291
22	370292
23	370290
22	370292
23	370290
27	370293
29	370294
22	53890
26	167075
27	370295
27	332874
8144	7754
27	370296
27	332874
22	370297
29	43040
27	370298
29	43040
27	370299
29	25239
29	370300
29	24450
29	24451
29	370301
29	370302
27	370303
27	370304
23	370305
6349	370306
5434	15512
29	370307
27	370308
5434	11167
27	311083
6043	8402
6351	370309
22	180732
22	370310
29	44253
22	370311
29	370312
22	370313
33	370314
29	370315
29	370315
6043	299667
22	332960
6043	299667
6351	70511
22	370316
22	370317
22	370318
22	370319
6351	214607
6351	370320
33	55037
34	370321
6351	370322
22	370323
29	370324
34	370325
29	370326
6351	370327
6043	86000
6351	343927
6043	63852
6351	370328
6351	219792
6351	370329
29	233590
6043	370330
33	133532
33	370331
37	64094
37	370332
37	370333
36	329867
36	329867
36	267224
6043	370334
38	2707
37	370335
39	370336
38	370337
39	370338
38	370339
33	370340
39	59537
39	370341
39	370342
39	370343
33	41226
41	370344
41	370344
